slug	source	base_url
hippolais-icterina	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
hippolais-polyglotta	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
hirundapus-caudacutus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
hirundo-neoxena	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
histrionicus-histrionicus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
hydrobates-castro	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
hydrobates-leucorhous	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
hydrobates-monorhis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
hydrobates-pelagicus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
hydrocoloeus-minutus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
hylacola-cauta	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
ichthyaetus-audouinii	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
ichthyaetus-melanocephalus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
icterus-icterus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
icterus-pectoralis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
ictinia-mississippiensis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
iduna-caligata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
iduna-opaca	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
iduna-pallida	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
iduna-rama	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
info	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
irania-gutturalis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
ixobrychus-dubius	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
ixobrychus-flavicollis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
jynx-torquilla	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lagonosticta-senegala	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
lagopus-muta	switzerland	https://raw.githubusercontent.com/theskyisthelimit/AvianVisitors/europe-illustrations/avian/assets/illustrations
lalage-tricolor	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
lamprotornis-caudatus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
lamprotornis-chalybaeus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lamprotornis-chloropterus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lamprotornis-superbus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
lanius-collurio	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lanius-cristatus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-excubitor	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-isabellinus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-meridionalis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lanius-minor	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-nubicus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-phoenicuroides	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-schach	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lanius-senator	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larosterna-inca	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
larus-belcheri	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
larus-cachinnans	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larus-canus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larus-crassirostris	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
larus-dominicanus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
larus-fuscus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larus-glaucoides	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larus-hyperboreus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larus-michahellis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
larus-schistisagus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
larus-smithsonianus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
larus-vegae	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
larvivora-sibilans	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
laterallus-jamaicensis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
lathamus-discolor	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
legatus-leucophaius	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
leiothrix-lutea	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
leptoptilos-crumenifer	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
leptotila-verreauxi	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
leucophaeus-modestus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
leucosarcia-melanoleuca	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
lewinia-pectoralis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
lichenostomus-cratitius	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
lichenostomus-melanops	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
lichmera-indistincta	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
limnodromus-griseus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
limnodromus-scolopaceus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
limnodromus-semipalmatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
limnothlypis-swainsonii	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
limosa-haemastica	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
limosa-lapponica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
limosa-limosa	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
linaria-cannabina	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
linaria-flavirostris	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
locustella-fluviatilis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
locustella-lanceolata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
locustella-luscinioides	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
locustella-naevia	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lonchura-atricapilla	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lonchura-castaneothorax	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lonchura-maja	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lonchura-malacca	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
lonchura-punctulata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lonchura-striata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lophochroa-leadbeateri	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
lophophanes-cristatus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lophura-leucomelanos	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
loxia-leucoptera	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
loxia-pytyopsittacus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
lullula-arborea	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
luscinia-luscinia	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
luscinia-megarhynchos	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
luscinia-svecica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lymnocryptes-minimus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
lyrurus-tetrix	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
macropygia-phasianella	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
malacorhynchus-membranaceus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
malurus-assimilis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
malurus-cyaneus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
malurus-lamberti	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
malurus-leucopterus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
malurus-splendens	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
manorina-flavigula	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
manorina-melanocephala	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
manorina-melanophrys	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
mareca-falcata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
mareca-penelope	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
mareca-sibilatrix	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
margarops-fuscatus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
melanerpes-aurifrons	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
melanitta-americana	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
melanitta-fusca	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
melanitta-nigra	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
melanitta-perspicillata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
melanocorypha-calandra	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
melanodryas-cucullata	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
melanospiza-bicolor	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
meliphaga-lewinii	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
melithreptus-brevirostris	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
melithreptus-gularis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
melithreptus-lunatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
melopsittacus-undulatus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
menu	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
menura-novaehollandiae	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
mergellus-albellus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
mergus-serrator	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
merops-apiaster	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
merops-ornatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
merops-persicus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
microeca-fascinans	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
milvus-migrans	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
milvus-milvus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
mimus-gilvus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
mimus-gundlachii	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
mirafra-cantillans	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
mirafra-javanica	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
molothrus-aeneus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
molothrus-bonariensis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
monarcha-melanopsis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
monticola-saxatilis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
monticola-solitarius	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
montifringilla-nivalis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
morus-bassanus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
motacilla-alba	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
motacilla-cinerea	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
motacilla-citreola	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
motacilla-flava	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
motacilla-tschutschensis	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
muscicapa-dauurica	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
muscicapa-striata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
mycteria-americana	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
myiagra-cyanoleuca	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
myiagra-inquieta	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
myiagra-rubecula	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
myiarchus-sagrae	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
myiarchus-tyrannulus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
myiodynastes-luteiventris	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
myiopsitta-monachus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
myzomela-sanguinolenta	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
neochmia-temporalis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
neophema-pulchella	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
nesoptilotis-leucotis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
netta-rufina	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
nettapus-coromandelianus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
ninox-boobook	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
ninox-connivens	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
ninox-strenua	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
northiella-haematogaster	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
nucifraga-caryocatactes	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
numenius-arquata	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
numenius-madagascariensis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
numenius-minutus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
numenius-phaeopus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
numida-meleagris	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
nyctanassa-violacea	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
nymphicus-hollandicus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
ocyphaps-lophotes	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
oenanthe-deserti	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
oenanthe-hispanica	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
oenanthe-isabellina	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
oenanthe-leucopyga	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
oenanthe-leucura	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
oenanthe-melanoleuca	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
oenanthe-oenanthe	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
oenanthe-pleschanka	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
onychoprion-anaethetus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
onychoprion-fuscatus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
oporornis-agilis	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
oreoica-gutturalis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
oreoscoptes-montanus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
oressochen-jubatus	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
oriolus-kundoo	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
oriolus-oriolus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
oriolus-sagittatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
otus-bakkamoena	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
otus-scops	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
overview	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
oxyura-jamaicensis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
pachycephala-inornata	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
pachycephala-olivacea	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
pachycephala-pectoralis	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
pachycephala-rufiventris	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
padda-oryzivora	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
panurus-biarmicus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
parabuteo-unicinctus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
pardalotus-punctatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
pardalotus-striatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
parkesia-motacilla	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
paroaria-coronata	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
parus-major	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
parvipsitta-porphyrocephala	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
parvipsitta-pusilla	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
passer-hispaniolensis	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
passer-montanus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
passerina-caerulea	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
passerina-ciris	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
pastor-roseus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
patagioenas-leucocephala	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
patagioenas-squamosa	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
pavo-cristatus	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
pavo-muticus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
pelecanus-conspicillatus	canberra-act	https://raw.githubusercontent.com/opurtell/AvianVisitorsACT/main/avian/assets/illustrations
pelecanus-onocrotalus	florida	https://raw.githubusercontent.com/SupraBitKid/AvianVisitors/avian-visitors/avian/assets/illustrations
perdix-perdix	gb-eng	https://raw.githubusercontent.com/lloydalexporter/AvianAssets_GB-ENG/main/illustrations
periparus-ater	iberia	https://raw.githubusercontent.com/RoqueAlonso/AvianVisitors/iberia-illustrations/avian/assets/illustrations
